word,type,inflections,freq,french,sentence
soothe,verb,"soothe, soothed, soothes, soothing",36,apaiser,The gentle music seemed to soothe her troubled mind.
spank,verb,"spank, spanked, spanking, spanks",36,fouetté,He threatened to spank his child for misbehaving.
strict,adjective,"strict, stricter, strictest",36,rigide,The teacher’s strict rules made the classroom feel very formal.
strongly,adverb,strongly,36,fortement,She strongly believed in the importance of kindness.
superpower,noun,"superpower, superpowers",36,superpouvoir,Her superpower was the ability to teleport.
violin,noun,"violin, violins",36,violon,The musician carefully polished the violin before the concert.
volunteer,adjective,volunteer,36,bénévole,The volunteer’s enthusiastic spirit made him a valuable asset to the team.
wake-up,noun,"wake-up, wake-ups",36,réveil,The jarring wake-up call startled him from his sleep.
mass,adjective,mass,36,Masse,"The crowd created a massive, undulating wave as they surged forward."
scent,noun,"scent, scents",36,odeur,The bakery filled the air with a delicious scent of freshly baked bread.
grip,noun,"grip, grips",36,poignée,He tightened his grip on the rope.
recorder,noun,"recorder, recorders",35,enregistreur,The journalist used a handheld recorder to capture the interview.
acceptance,noun,"acceptance, acceptances",35,acceptation,Her acceptance of the offer surprised everyone.
acquaintance,noun,"acquaintance, acquaintances",35,connaisseur,She introduced me to a pleasant acquaintance at the gallery opening.
acquire,verb,"acquire, acquired, acquires, acquiring",35,acquérir,He hoped to acquire a deeper understanding of the subject through further study.
alrighty,interjection,alrighty,35,d'accord,"Alrighty, let’s get started on this project."
alternative,noun,"alternative, alternatives",35,alternative,The restaurant offered a delicious vegan alternative to the traditional steak.
anxious,adjective,anxious,35,inquiet,She felt incredibly anxious about the upcoming presentation.
applaud,verb,"applaud, applauded, applauding, applauds",35,applaudir,The audience erupted in applause for the talented musician’s performance.
baloney,noun,baloney,35,Baconnade,The politician’s speech was pure baloney.
capacity,noun,"capacity, capacities",35,capacité,The stadium’s capacity was exceeded by the enthusiastic crowd.
childish,adjective,childish,35,enfantin,His insistence on building a fort out of blankets and pillows felt remarkably childish.
circle,verb,"circle, circled, circles, circling",35,circuler,Rumors were circulating throughout the office.
cola,noun,"cola, colas",35,Cola,He finished his meal with a refreshing glass of cola.
comment,verb,"comment, commented, commenting, comments",35,commenter,"She decided to comment on the post, offering a thoughtful critique."
detect,verb,"detect, detected, detecting, detects",35,détecter,Scientists were able to detect a previously unknown species of bacteria in the sample.
equal,verb,"equal, equaled, equaling, equals",35,égaler,The athletes strove to equal the record set by the previous champion.
exotic,adjective,exotic,35,exotique,The market offered an array of exotic fruits from around the world.
giggle,verb,"giggle, giggled, giggles, giggling",35,rigoler,She giggled at the silly joke.
gnome,noun,"gnome, gnomes",35,nain,"The mischievous gnome hid beneath the mushroom, guarding his tiny treasures."
guidance,noun,guidance,35,orientation,His unwavering guidance helped the young artist find her voice.
historic,adjective,historic,35,historique,"The ancient castle held a historic significance, attracting visitors from around the world."
kiddo,noun,"kiddo, kiddoes, kiddos",35,"fils, fille",Please be careful with that little kiddo running into the street.
kosher,adjective,kosher,35,casher,The restaurant only served kosher meats certified by a rabbinical authority.
limbo,noun,"limbo, limbos",35,limbe,"After a long and confusing debate, the committee found itself in a state of limbo."
marvelous,adjective,marvelous,35,Merveilleux,The sunset over the mountains was a marvelous sight.
minimum,noun,"minimum, minima, minimums",35,Minimum,The company’s investment in research and development was set at a minimum of five million dollars.
missy,noun,missy,35,minette,"The fluffy, playful missy tumbled across the grass."
mix,noun,"mix, mixes",35,mélange,The painter carefully created a vibrant mix of colors on his palette.
nauseous,adjective,nauseous,35,nauséeux,The smell of the rotting fish made him feel incredibly nauseous.
nurse,verb,"nurse, nursed, nurses, nursing",35,soigner,The nurse is tasked with soothing the patient’s discomfort.
observation,noun,"observation, observations",35,observation,Her keen observation of the bird’s behavior revealed a complex mating ritual.
obstacle,noun,"obstacle, obstacles",35,obstacle,The towering mountain range presented a significant obstacle to the climbers' ascent.
overlook,verb,"overlook, overlooked, overlooking, overlooks",35,surveiller,The hikers planned to overlook the valley from the mountain peak.
philosophy,noun,"philosophy, philosophies",35,philosophie,His lifelong pursuit of knowledge led him to study philosophy.
racist,noun,"racist, racists",35,raciste,The racist ideology spread throughout the community.
recruit,verb,"recruit, recruited, recruiting, recruits",35,recruter,The company needed to recruit talented engineers to expand its team.
sexuality,noun,sexuality,35,sexualité,Her exploration of sexuality led her to question societal norms.
shenanigan,noun,"shenanigan, shenanigans",35,imbécillité,His little shenanigan with the classroom projector caused quite a stir.
silk,noun,"silk, silks",35,soie,The dress was made of luxurious silk.
swipe,verb,"swipe, swiped, swipes, swiping",35,glisser,He swiped his card through the payment terminal.
topless,adjective,topless,35,nu,The magazine featured a topless model on the cover.
trauma,noun,"trauma, traumas, traumata",35,trauma,The soldier carried the invisible trauma of witnessing the battlefield.
tunnel,noun,"tunnel, tunnels",35,tunnel,The construction workers dug a long tunnel beneath the mountain.
unemployed,adjective,unemployed,35,sans-emploi,"The unemployment rate remained stubbornly high, reflecting the city’s economic struggles."
unlikely,adjective,"unlikely, unlikelier, unlikeliest",35,improbable,It was an unlikely outcome given the circumstances.
update,verb,"update, updated, updates, updating",35,mettre à jour,Please update your software regularly to ensure optimal performance.
verdict,noun,"verdict, verdicts",35,jugement,"The jury’s verdict was a surprising one, shocking everyone in the courtroom."
virginity,noun,virginity,35,virginité,Her decision to remain a virgin until marriage was a deeply personal one.
vitamin,noun,"vitamin, vitamins",35,vitamine,She took a daily vitamin supplement to boost her immune system.
whistle,verb,"whistle, whistled, whistles, whistling",35,souffler,He whistled a cheerful tune to attract the birds.
x-ray,noun,"X-ray, X-rays",35,radiographie,The doctor ordered an x-ray to examine the patient’s broken bone.
oral,adjective,oral,35,oral,The lawyer presented his compelling oral argument to the jury.
affairs,noun,affairs,34,affaires,The lawyer handled all of the client’s sensitive business affairs.
anthem,noun,"anthem, anthems",34,hymne,The national anthem filled the stadium with a sense of pride.
ashtray,noun,"ashtray, ashtrays",34,Brumisateur,He carefully placed the cigarette butts into the ashtray.
assist,verb,"assist, assisted, assisting, assists",34,aider,The nurse will assist the patient with getting out of bed.
banker,noun,"banker, bankers",34,banquier,The banker meticulously reviewed the complex financial transactions before approving the loan.
benefit,verb,"benefit, benefits, benefiting, benefitting, benefited, benefitted",34,profiter,Investing in renewable energy can benefit the environment.
cafe,noun,"cafe, cafes",34,café,I enjoyed a relaxing morning at the cozy cafe.
caffeine,noun,caffeine,34,caféine,The strong caffeine in his coffee kept him awake all night.
chase,noun,"chase, chases",34,chasse,The police dog relentlessly pursued the suspect during the chase.
con,noun,"con, cons",34,con,"That was a con, trying to sell me a fake Rolex."
container,noun,"container, containers",34,réservoir,The artist carefully placed the ceramic sculpture inside its protective container.
convenient,adjective,convenient,34,pratique,The new store’s location was incredibly convenient.
cord,noun,"cord, cords",34,corde,The sailor used a sturdy cord to tie the boat to the dock.
courthouse,noun,"courthouse, courthouses",34,tribunal,"The jury deliberated in the courthouse, hoping to reach a verdict."
criticism,noun,"criticism, criticisms",34,critique,The artist dismissed much of the public’s criticism as uninformed.
curb,noun,"curb, curbs",34,cale,The city installed a new curb to prevent cars from blocking the sidewalk.
dawg,noun,"dawg, dawgs",34,chien,The loyal dawg wagged his tail excitedly.
delight,verb,"delight, delighted, delighting, delights",34,ravisir,The children’s faces lit up with delight at the surprise party.
distant,adjective,distant,34,lointain,The distant mountains seemed to watch over the valley.
dizzy,adjective,"dizzy, dizzier, dizziest",34,Vertigineux,The carnival lights made me feel incredibly dizzy.
dressing,noun,"dressing, dressings",34,assaisonnement,The chef carefully prepared the salad’s dressing.
erotic,adjective,erotic,34,érotique,The painting possessed an erotic quality that captivated the viewer.
eyeball,noun,"eyeball, eyeballs",34,œil,I gave the painting one last critical eyeball.
facial,adjective,facial,34,facial,The artist meticulously sculpted a realistic facial expression on the clay bust.
flap,verb,"flap, flapped, flapping, flaps",34,battre,The bird’s wings began to flap frantically as it tried to take off.
freshen,verb,"freshen, freshened, freshening, freshens",34,rafraîchir,The morning air helped to freshen my senses.
galaxy,noun,"galaxy, galaxies",34,galaxie,The astronomer charted the swirling colors of the distant galaxy.
