word,type,inflections,freq
African-American,proper noun,"African-American, African-Americans",38
anchor,verb,"anchor, anchors",38
anthropology,noun,anthropology,38
atom,noun,"atom, atoms",38
author,verb,"author, authors",38
blend,verb,"blend, blended, blending, blends, blent",38
blink,verb,"blink, blinked, blinking, blinks",38
blonde,noun,"blonde, blondes",38
brakes,noun,brakes,38
breed,verb,"breed, bred, breeding, breeds",38
brochure,noun,"brochure, brochures",38
clay,noun,clay,38
coin,verb,"coin, coined, coining, coins",38
coitus,noun,coitus,38
correction,noun,"correction, corrections",38
curly,adjective,"curly, curlier, curliest",38
custody,noun,custody,38
direct,adjective,"direct, directer, directest",38
diversity,noun,"diversity, diversities",38
dodge,verb,"dodge, dodged, dodges, dodging",38
drain,verb,"drain, drained, draining, drains",38
dye,verb,"dye, dyed, dyeing, dyes",38
dynamite,noun,"dynamite, dynamites",38
equation,noun,"equation, equations",38
errand,noun,"errand, errands",38
exclusive,adjective,exclusive,38
halftime,noun,"halftime, halftimes",38
hearing,noun,"hearing, hearings",38
hoop,noun,"hoop, hoops",38
hunk,noun,"hunk, hunks",38
invade,verb,"invade, invaded, invades, invading",38
invasion,noun,"invasion, invasions",38
jealousy,noun,"jealousy, jealousies",38
jingle,verb,"jingle, jingled, jingles, jingling",38
judgmental,adjective,"judgmental, judgemental",38
kingdom,noun,"kingdom, kingdoms",38
label,verb,"label, labeled, labeling, labels",38
lollipop,noun,"lollipop, lollipops, lollypop, lollypops",38
lying,noun,"lying, lyings",38
manipulate,verb,"manipulate, manipulated, manipulates, manipulating",38
max,noun,"max, maxes",38
mechanic,noun,"mechanic, mechanics",38
mode,noun,"mode, modes",38
narrow,verb,"narrow, narrowed, narrowing, narrows",38
oath,noun,"oath, oaths",38
odor,noun,"odor, odors",38
outstanding,adjective,outstanding,38
owl,noun,"owl, owls",38
pope,noun,"pope, popes",38
pursuit,noun,"pursuit, pursuits",38
rely,verb,"rely, relied, relies, relying",38
reputation,noun,"reputation, reputations",38
restore,verb,"restore, restored, restores, restoring",38
rhyme,verb,"rhyme, rhymed, rhymes, rhyming",38
rum,noun,"rum, rums",38
scoop,noun,"scoop, scoops",38
screw,noun,"screw, screws",38
scrotum,noun,"scrotum, scrota, scrotums",38
spoiler,noun,"spoiler, spoilers",38
superstar,noun,"superstar, superstars",38
surface,noun,"surface, surfaces",38
teens,noun,teens,38
tweet,verb,"tweet, tweeted, tweeting, tweets",38
two thousand,numerals,two thousand,38
undercover,adjective,undercover,38
veteran,noun,"veteran, veterans",38
viewer,noun,"viewer, viewers",38
wax,verb,"wax, waxed, waxes, waxing",38
whine,verb,"whine, whined, whines, whining",38
windshield,noun,"windshield, windshields",38
bait,noun,"bait, baits",38
epic,adjective,epic,38
working,adjective,working,38
shovel,noun,"shovel, shovels",38
execute,verb,"execute, executed, executes, executing",37
experiment,verb,"experiment, experimented, experimenting, experiments",37
fireplace,noun,"fireplace, fireplaces",37
flee,verb,"flee, fled, fleeing, flees",37
flood,noun,"flood, floods",37
half-hour,noun,"half-hour, half-hours",37
heritage,noun,"heritage, heritages",37
housewife,noun,"housewife, housewives",37
instructor,noun,"instructor, instructors",37
leftover,noun,"leftover, leftovers",37
lieutenant,noun,"lieutenant, lieutenants",37
lovable,adjective,lovable,37
mayonnaise,noun,"mayonnaise, mayonnaises",37
microphone,noun,"microphone, microphones",37
nudity,noun,nudity,37
obligation,noun,"obligation, obligations",37
obsession,noun,"obsession, obsessions",37
patrol,noun,"patrol, patrols",37
salty,adjective,"salty, saltier, saltiest",37
schnapps,noun,"schnapps, schnaps",37
setup,noun,"setup, setups",37
shortly,adverb,shortly,37
sour,adjective,"sour, sourer, sourest",37
spectacular,adjective,spectacular,37
steroid,noun,"steroid, steroids",37
stomp,verb,"stomp, stomps, stomped, stomping",37
survival,noun,"survival, survivals",37
sweatshirt,noun,"sweatshirt, sweatshirts",37
swell,adjective,swell,37
theirs,function word,theirs,37
traitor,noun,"traitor, traitors",37
uptight,adjective,uptight,37
wait,noun,"wait, waits",37
arrival,noun,"arrival, arrivals",37
autograph,verb,"autograph, autographed, autographing, autographs",37
babysit,verb,"babysit, babysat, babysits, babysitting",37
backstage,adverb,backstage,37
bond,noun,"bond, bonds",37
boogie,noun,"boogie, boogies",37
busboy,noun,"busboy, busboys",37
buttocks,noun,buttocks,37
camel,noun,"camel, camels",37
cattle,noun,cattle,37
chalk,noun,"chalk, chalks",37
cheater,noun,"cheater, cheaters",37
clone,noun,"clone, clones",37
cobra,noun,"cobra, cobras",37
contribution,noun,"contribution, contributions",37
cough,verb,"cough, coughed, coughing, coughs",37
devote,verb,"devote, devoted, devotes, devoting",37
dip,verb,"dip, dipped, dipping, dips",37
doodle,verb,"doodle, doodled, doodles, doodling",37
ease,verb,"ease, eased, eases, easing",37
erection,noun,"erection, erections",37
harm,verb,"harm, harmed, harming, harms",37
ideal,adjective,ideal,37
lease,noun,"lease, leases",37
legendary,adjective,legendary,36
absurd,adjective,"absurd, absurder, absurdest",36
additional,adjective,additional,36
advertise,verb,"advertise, advertised, advertises, advertising",36
appetizer,noun,"appetizer, appetizers",36
attraction,noun,"attraction, attractions",36
blow,noun,"blow, blows",36
brick,noun,"brick, bricks",36
canned,adjective,canned,36
caterer,noun,"caterer, caterers",36
center,adjective,center,36
chilly,adjective,"chilly, chillier, chilliest",36
classmate,noun,"classmate, classmates",36
conclude,verb,"conclude, concluded, concludes, concluding",36
consult,verb,"consult, consulted, consulting, consults",36
correctly,adverb,correctly,36
cozy,adjective,"cozy, cozier, coziest",36
curiosity,noun,"curiosity, curiosities",36
dorm,noun,"dorm, dorms",36
educate,verb,"educate, educated, educates, educating",36
educational,adjective,educational,36
enthusiasm,noun,"enthusiasm, enthusiasms",36
filth,noun,filth,36
fitness,noun,fitness,36
forgiveness,noun,forgiveness,36
foul,noun,"foul, fouls",36
genitals,noun,genitals,36
goddamned,adjective,goddamned,36
guess,noun,"guess, guesses",36
gutter,noun,"gutter, gutters",36
heroin,noun,heroin,36
horribly,adverb,horribly,36
household,noun,"household, households",36
HR,abbreviation,HR,36
infinite,adjective,infinite,36
inject,verb,"inject, injected, injecting, injects",36
leaf,noun,"leaf, leaves",36
leap,verb,"leap, leaped, leaping, leaps, leapt",36
leap,noun,"leap, leaps",36
link,noun,"link, links",36
loving,adjective,loving,36
manly,adjective,"manly, manlier, manliest",36
many,adjective,many,36
masterpiece,noun,"masterpiece, masterpieces",36
obnoxious,adjective,obnoxious,36
Olympic,proper noun,Olympic,36
opener,noun,"opener, openers",36
orientation,noun,"orientation, orientations",36
origin,noun,"origin, origins",36
orphan,noun,"orphan, orphans",36
penalty,noun,"penalty, penalties",36
residence,noun,"residence, residences",36
reverse,verb,"reverse, reversed, reverses, reversing",36
shallow,adjective,"shallow, shallower, shallowest",36
shipment,noun,"shipment, shipments",36
siren,noun,"siren, sirens",36
soothe,verb,"soothe, soothed, soothes, soothing",36
spank,verb,"spank, spanked, spanking, spanks",36
strict,adjective,"strict, stricter, strictest",36
strongly,adverb,strongly,36
superpower,noun,"superpower, superpowers",36
violin,noun,"violin, violins",36
volunteer,adjective,volunteer,36
wake-up,noun,"wake-up, wake-ups",36
mass,adjective,mass,36
scent,noun,"scent, scents",36
grip,noun,"grip, grips",36
recorder,noun,"recorder, recorders",35
acceptance,noun,"acceptance, acceptances",35
acquaintance,noun,"acquaintance, acquaintances",35
acquire,verb,"acquire, acquired, acquires, acquiring",35
alrighty,interjection,alrighty,35
alternative,noun,"alternative, alternatives",35
anxious,adjective,anxious,35
applaud,verb,"applaud, applauded, applauding, applauds",35
baloney,noun,baloney,35
capacity,noun,"capacity, capacities",35
childish,adjective,childish,35
circle,verb,"circle, circled, circles, circling",35
cola,noun,"cola, colas",35
comment,verb,"comment, commented, commenting, comments",35
detect,verb,"detect, detected, detecting, detects",35
equal,verb,"equal, equaled, equaling, equals",35
exotic,adjective,exotic,35
giggle,verb,"giggle, giggled, giggles, giggling",35
gnome,noun,"gnome, gnomes",35
guidance,noun,guidance,35
historic,adjective,historic,35
kiddo,noun,"kiddo, kiddoes, kiddos",35
kosher,adjective,kosher,35
limbo,noun,"limbo, limbos",35
marvelous,adjective,marvelous,35
minimum,noun,"minimum, minima, minimums",35
missy,noun,missy,35
mix,noun,"mix, mixes",35
nauseous,adjective,nauseous,35
nurse,verb,"nurse, nursed, nurses, nursing",35
observation,noun,"observation, observations",35
obstacle,noun,"obstacle, obstacles",35
overlook,verb,"overlook, overlooked, overlooking, overlooks",35
philosophy,noun,"philosophy, philosophies",35
racist,noun,"racist, racists",35
recruit,verb,"recruit, recruited, recruiting, recruits",35
sexuality,noun,sexuality,35
shenanigan,noun,"shenanigan, shenanigans",35
silk,noun,"silk, silks",35
swipe,verb,"swipe, swiped, swipes, swiping",35
topless,adjective,topless,35
trauma,noun,"trauma, traumas, traumata",35
tunnel,noun,"tunnel, tunnels",35
unemployed,adjective,unemployed,35
unlikely,adjective,"unlikely, unlikelier, unlikeliest",35
update,verb,"update, updated, updates, updating",35
verdict,noun,"verdict, verdicts",35
virginity,noun,virginity,35
vitamin,noun,"vitamin, vitamins",35
whistle,verb,"whistle, whistled, whistles, whistling",35
x-ray,noun,"X-ray, X-rays",35
oral,adjective,oral,35
affairs,noun,affairs,34
anthem,noun,"anthem, anthems",34
ashtray,noun,"ashtray, ashtrays",34
assist,verb,"assist, assisted, assisting, assists",34
banker,noun,"banker, bankers",34
benefit,verb,"benefit, benefits, benefiting, benefitting, benefited, benefitted",34
cafe,noun,"cafe, cafes",34
caffeine,noun,caffeine,34
chase,noun,"chase, chases",34
con,noun,"con, cons",34
container,noun,"container, containers",34
convenient,adjective,convenient,34
cord,noun,"cord, cords",34
courthouse,noun,"courthouse, courthouses",34
criticism,noun,"criticism, criticisms",34
curb,noun,"curb, curbs",34
dawg,noun,"dawg, dawgs",34
delight,verb,"delight, delighted, delighting, delights",34
distant,adjective,distant,34
dizzy,adjective,"dizzy, dizzier, dizziest",34
dressing,noun,"dressing, dressings",34
erotic,adjective,erotic,34
eyeball,noun,"eyeball, eyeballs",34
facial,adjective,facial,34
flap,verb,"flap, flapped, flapping, flaps",34
freshen,verb,"freshen, freshened, freshening, freshens",34
galaxy,noun,"galaxy, galaxies",34
guardian,noun,"guardian, guardians",34
highlight,noun,"highlight, highlights",34
hoard,verb,"hoard, hoarded, hoarding, hoards",34
hygiene,noun,hygiene,34
institution,noun,"institution, institutions",34
keeper,noun,"keeper, keepers",34
lettuce,noun,"lettuce, lettuces",34
maiden,noun,"maiden, maidens",34
membership,noun,"membership, memberships",34
mild,adjective,"mild, milder, mildest",34
misery,noun,"misery, miseries",34
mistaken,adjective,mistaken,34
mixer,noun,"mixer, mixers",34
parlor,noun,"parlor, parlors",34
pity,verb,"pity, pitied, pities, pitying",34
platter,noun,"platter, platters",34
pointy,adjective,"pointy, pointier, pointiest",34
poorly,adverb,poorly,34
population,noun,"population, populations",34
psychology,noun,"psychology, psychologies",34
risky,adjective,"risky, riskier, riskiest",34
robber,noun,"robber, robbers",34
runner,noun,"runner, runners",34
runway,noun,"runway, runways",34
scholarship,noun,"scholarship, scholarships",34
slim,adjective,"slim, slimmer, slimmest",34
swimsuit,noun,"swimsuit, swimsuits",34
temporary,adjective,temporary,34
tequila,noun,"tequila, tequilas",34
thankful,adjective,thankful,34
triple,adjective,triple,34
urinate,verb,"urinate, urinated, urinates, urinating",34
valid,adjective,valid,34
wing,verb,"wing, winged, winging, wings",34
winning,adjective,winning,34
convict,noun,"convict, convicts",34
crown,noun,"crown, crowns",34
floss,verb,"floss, flossed, flosses, flossing",33
stew,noun,"stew, stews",33
administration,noun,"administration, administrations",33
auction,noun,"auction, auctions",33
billboard,noun,"billboard, billboards",33
bouquet,noun,"bouquet, bouquets",33
bourbon,noun,"bourbon, bourbons",33
brainwash,verb,"brainwash, brainwashed, brainwashes, brainwashing",33
breakdown,noun,"breakdown, breakdowns",33
caramel,noun,"caramel, caramels",33
casting,noun,"casting, castings",33
cease,verb,"cease, ceased, ceases, ceasing",33
cheesy,adjective,"cheesy, cheesier, cheesiest",33
chip,verb,"chip, chipped, chipping, chips",33
choir,noun,"choir, choirs",33
cocky,adjective,"cocky, cockier, cockiest",33
contraction,noun,"contraction, contractions",33
creator,noun,"creator, creators",33
drain,noun,"drain, drains",33
drip,verb,"drip, dripped, dripping, drips",33
espresso,noun,"espresso, espressos",33
essence,noun,"essence, essences",33
exclamation,noun,"exclamation, exclamations",33
experimental,adjective,experimental,33
faculty,noun,"faculty, faculties",33
female,noun,"female, females",33
finale,noun,"finale, finales",33
flaw,noun,"flaw, flaws",33
gallon,noun,"gallon, gallons",33
gardener,noun,"gardener, gardeners",33
greasy,adjective,"greasy, greasier, greasiest",33
guide,verb,"guide, guided, guides, guiding",33
hammock,noun,"hammock, hammocks",33
HIV,abbreviation,HIV,33
hostess,noun,"hostess, hostesses",33
initiative,noun,"initiative, initiatives",33
live,adjective,live,33
liver,noun,"liver, livers",33
loan,noun,"loan, loans",33
mermaid,noun,"mermaid, mermaids",33
military,adjective,military,33
mingle,verb,"mingle, mingled, mingles, mingling",33
moose,noun,moose,33
mosquito,noun,"mosquito, mosquitoes, mosquitos",33
mural,noun,"mural, murals",33
no-one,function word,no-one,33
non,function word,"non, non-",33
opening,adjective,opening,33
orchestra,noun,"orchestra, orchestras",33
orphanage,noun,"orphanage, orphanages",33
pimple,noun,"pimple, pimples",33
portal,noun,"portal, portals",33
prick,noun,"prick, pricks",33
psychological,adjective,psychological,33
rebuild,verb,"rebuild, rebuilding, rebuilds, rebuilt",33
reckon,verb,"reckon, reckoned, reckoning, reckons",33
recovery,noun,"recovery, recoveries",33
rip-off,noun,"rip-off, rip-offs",33
scare,noun,"scare, scares",33
simulate,verb,"simulate, simulated, simulates, simulating",33
simulation,noun,"simulation, simulations",33
squad,noun,"squad, squads",33
technical,adjective,technical,33
tolerance,noun,"tolerance, tolerances",33
tribute,noun,"tribute, tributes",33
vice,adjective,vice,33
vile,adjective,"vile, viler, vilest",33
wilderness,noun,"wilderness, wildernesses",33
worm,noun,"worm, worms",33
trigger,noun,"trigger, triggers",33
calf,noun,"calf, calves",33
scoop,verb,"scoop, scooped, scooping, scoops",32
accomplishment,noun,"accomplishment, accomplishments",32
admission,noun,"admission, admissions",32
age,verb,"age, aged, ages, aging",32
beside,function word,beside,32
blame,noun,"blame, blames",32
cabbage,noun,"cabbage, cabbages",32
cocaine,noun,cocaine,32
colorful,adjective,colorful,32
controversial,adjective,controversial,32
courtroom,noun,"courtroom, courtrooms",32
crispy,adjective,"crispy, crispier, crispiest",32
delay,verb,"delay, delayed, delaying, delays",32
domestic,adjective,domestic,32
eastern,adjective,"eastern, easternmost",32
elsewhere,adverb,elsewhere,32
ex-husband,noun,"ex-husband, ex-husbands",32
exaggerate,verb,"exaggerate, exaggerated, exaggerates, exaggerating",32
exercise,verb,"exercise, exercised, exercises, exercising",32
father-in-law,noun,"father-in-law, father-in-laws",32
feces,noun,feces,32
formula,noun,"formula, formulae, formulas",32
freeway,noun,"freeway, freeways",32
grade,verb,"grade, graded, grades, grading",32
grownup,noun,"grownup, grownups",32
hallelujah,interjection,hallelujah,32
hostile,adjective,hostile,32
hurtful,adjective,hurtful,32
industrial,adjective,industrial,32
intern,noun,"intern, interns",32
ironically,adverb,ironically,32
irrelevant,adjective,irrelevant,32
isolate,verb,"isolate, isolated, isolates, isolating",32
knot,noun,"knot, knots",32
landlord,noun,"landlord, landlords",32
leadership,noun,"leadership, leaderships",32
majesty,noun,"majesty, majesties",32
merge,verb,"merge, merged, merges, merging",32
monologue,noun,"monologue, monolog, monologs, monologues",32
